merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered,is_ghost,is_default,loan_history_count,prev_defaults,bsi_score,revenue_cv,transaction_entropy,settlement_regularity,active_days_ratio,avg_daily_revenue,revenue_trend_slope,device_session_entropy,location_variance,temporal_pattern_score,login_hour_entropy,transaction_velocity,unique_device_count,ip_change_frequency,weekend_activity_ratio,gnn_risk_score,neighbor_avg_default_rate,network_centrality,high_risk_neighbor_count,anomaly_score
M008551,1060,5,Transport/Auto,Delhi,1,1,1,1,0,0,3,1,0.7526,0.5579,4.447,0.8778,1.0,4873.23,-17.3039,0.8942,0.5517,0.1287,0.3105,2.8479,1,0.8148,0.1378,0.2114,0.2,0.001,2,0.7751
M008552,1141,1,Restaurant/Dhaba,Ahmedabad,2,0,1,1,1,0,0,0,0.7846,0.4921,4.4469,0.9222,1.0,2795.54,0.2305,0.8042,0.067,0.4636,0.9899,2.2341,2,0.8939,0.2205,0.3825,0.2857,0.0007,2,0.8882
M008553,627,4,Electronics,Lucknow,2,0,1,0,0,0,1,0,0.7722,0.5352,4.4563,0.9333,1.0,3863.22,0.4392,0.6697,0.0876,0.9174,0.2073,4.7207,3,0.5464,0.1971,0.048,0.0,0.0005,0,0.8133
M008554,937,2,Medical/Pharmacy,Jaipur,2,1,1,1,0,0,2,0,0.7635,0.5401,4.4512,0.9,1.0,2665.37,1.7336,0.8411,0.7822,0.5977,0.4077,4.638,2,0.713,0.3107,0.4926,0.4286,0.0007,3,0.674
M008555,896,1,Restaurant/Dhaba,Ahmedabad,2,1,1,0,0,0,1,0,0.7401,0.6198,4.451,0.9222,1.0,3113.5,-3.05,0.8213,0.1417,0.6972,0.3223,9.2831,1,0.1178,0.3463,0.0893,0.125,0.0008,1,0.8303
M008556,1198,5,Transport/Auto,Bengaluru,1,0,1,0,0,0,2,0,0.7589,0.5793,4.4553,0.9444,1.0,4486.96,-14.7089,0.725,0.2559,0.8711,0.731,3.9071,2,1.1197,0.5972,0.3793,0.3333,0.0009,3,0.7898
M008557,1384,1,Restaurant/Dhaba,Jaipur,2,0,1,0,1,0,0,0,0.7279,0.6683,4.459,0.9444,1.0,3226.75,-13.559,0.7897,0.4159,0.3066,0.9608,1.5771,3,0.595,0.1239,0.2059,0.25,0.0004,1,0.7816
M008558,1217,0,Kirana/Grocery,Kochi,3,1,1,0,0,0,0,1,0.7707,0.544,4.4446,0.9444,1.0,1644.43,-5.5057,0.5547,0.1286,0.7469,0.7387,1.7029,2,2.0956,0.3793,0.1005,0.0,0.0011,0,0.7731
M008559,686,0,Kirana/Grocery,Nagpur,3,1,1,1,0,0,5,1,0.754,0.5599,4.4432,0.8889,1.0,1620.46,-5.6046,0.7675,0.0283,0.4872,0.8583,1.4326,3,0.2631,0.2109,0.241,0.3333,0.0006,2,0.8899
M008560,371,1,Restaurant/Dhaba,Delhi,1,1,1,1,0,0,2,0,0.7511,0.5628,4.4513,0.8778,1.0,6650.32,0.232,0.8478,0.5664,0.2689,0.3894,7.6217,1,1.2929,0.2389,0.1517,0.0,0.0007,0,0.7235
M008561,1054,4,Electronics,Nagpur,3,0,1,1,0,0,4,1,0.7986,0.4715,4.4505,0.9556,1.0,1714.44,-5.5574,0.6859,0.9025,0.8574,0.5078,3.4148,2,0.0405,0.248,0.2823,0.1,0.001,1,0.5831
M008562,1173,2,Medical/Pharmacy,Pune,2,1,1,0,1,0,0,0,0.8039,0.4513,4.4604,0.9444,1.0,2712.02,-3.2598,0.4778,0.24,0.1134,0.7767,6.4147,2,1.4742,0.1346,0.3344,0.2,0.0005,1,0.6806
M008563,493,0,Kirana/Grocery,Varanasi,3,1,1,1,0,0,0,1,0.7737,0.523,4.4467,0.9222,1.0,1499.54,-2.3587,0.6861,0.0623,0.7254,0.8692,1.6359,1,0.1714,0.2261,0.3344,0.2857,0.0007,2,0.8459
M008564,491,5,Transport/Auto,Lucknow,2,0,1,1,0,0,2,0,0.7715,0.537,4.4559,0.9333,1.0,2188.51,-11.0311,0.8103,0.084,0.9508,0.3555,1.2885,4,4.0117,0.5317,0.1348,0.0,0.0005,0,0.8912
M008565,1102,6,Services/Salon,Ahmedabad,2,1,1,0,0,0,2,0,0.8126,0.4323,4.4564,0.9556,1.0,2385.71,7.5756,0.6363,0.4026,0.2732,0.5492,6.6955,4,3.2182,0.4977,0.1801,0.125,0.0008,1,0.6936
M008566,848,0,Kirana/Grocery,Kochi,3,1,0,1,0,0,0,1,0.7294,0.6281,4.4289,0.8889,1.0,1756.8,-2.7609,0.1381,0.1241,0.6554,0.2233,12.4137,2,1.8406,0.2033,0.1691,0.0,0.0009,0,0.5435
M008567,1380,5,Transport/Auto,Varanasi,3,0,1,0,0,0,2,0,0.7618,0.578,4.4609,0.9556,1.0,1266.08,-4.6679,0.5892,0.8004,0.9425,0.3329,3.2513,3,0.8557,0.2001,0.4208,0.2222,0.0009,2,0.5761
M008568,503,7,Education/Tuition,Ahmedabad,2,1,1,0,0,0,2,0,0.7362,0.6633,4.4561,0.9778,1.0,1934.28,0.8158,0.6861,0.333,0.6016,0.6415,7.2778,3,1.4334,0.4124,0.3439,0.1111,0.0009,1,0.7309
M008569,917,7,Education/Tuition,Bengaluru,1,0,1,0,0,1,1,1,0.7539,0.5933,4.4524,0.9444,1.0,3573.61,-17.7663,0.7456,0.4953,0.631,0.6219,3.1225,3,1.4551,0.4881,0.5831,0.1667,0.0006,1,0.7309
M008570,968,6,Services/Salon,Ahmedabad,2,1,1,0,0,0,1,0,0.7685,0.5144,4.4592,0.8778,1.0,2563.43,-0.8102,0.627,0.3724,0.7452,0.722,4.7593,5,1.0799,0.2718,0.3907,0.2222,0.0009,2,0.7105
M008571,397,2,Medical/Pharmacy,Surat,2,1,1,1,0,1,1,1,0.7312,0.6323,4.4509,0.9,1.0,3007.12,-5.2801,0.9414,0.1188,0.6972,0.2891,0.8789,4,3.047,0.2788,0.4457,0.0,0.0006,0,0.9356
M008572,1340,6,Services/Salon,Delhi,1,1,1,1,0,0,1,0,0.7817,0.5082,4.4589,0.9333,1.0,4885.77,-2.6451,0.2538,0.1839,0.7736,0.2358,5.0133,5,1.7794,0.1145,0.2706,0.2,0.0005,1,0.6163
M008573,1077,0,Kirana/Grocery,Bengaluru,1,0,1,0,0,0,1,0,0.8005,0.4466,4.4464,0.9222,1.0,6274.75,-7.6788,0.7267,0.7225,0.6285,0.3738,2.0212,3,0.4844,0.2282,0.284,0.0,0.0007,0,0.6618
M008574,752,6,Services/Salon,Bhopal,3,1,1,1,0,0,3,0,0.7932,0.4749,4.4556,0.9333,1.0,1308.62,-0.8137,0.803,0.3592,0.7332,0.8634,3.844,2,0.7157,0.1328,0.3496,0.1429,0.0007,1,0.7904
M008575,322,4,Electronics,Chennai,1,1,0,1,0,1,1,0,0.7174,0.6605,4.4601,0.8778,1.0,7785.0,-27.5585,0.9289,0.4963,0.734,0.9982,7.0186,1,1.9521,0.5238,0.6579,0.25,0.0004,1,0.7806
M008576,1116,5,Transport/Auto,Ahmedabad,2,1,0,0,0,0,2,1,0.7599,0.5452,4.458,0.8889,1.0,2427.97,-1.208,0.6479,0.6482,0.2505,0.2364,4.4028,2,0.0015,0.3481,0.1504,0.0,0.0008,0,0.6383
M008577,597,0,Kirana/Grocery,Chennai,1,1,1,0,0,1,1,0,0.7533,0.5879,4.4487,0.9333,1.0,6186.27,-9.9805,0.4866,0.4088,0.7686,0.9467,2.8572,3,1.9675,0.1238,0.4675,0.1429,0.0007,1,0.6549
M008578,903,0,Kirana/Grocery,Delhi,1,1,1,0,0,1,1,1,0.7519,0.5866,4.4556,0.9222,1.0,6451.33,-15.3491,0.5952,0.1946,0.7199,0.4971,5.0177,2,0.2937,0.342,0.3115,0.0,0.0005,0,0.7496
M008579,990,1,Restaurant/Dhaba,Mumbai,1,1,1,1,0,0,1,0,0.7689,0.5479,4.4353,0.9444,1.0,6127.8,5.0598,0.3081,0.1452,0.8674,0.6522,1.4958,3,0.8391,0.5545,0.3309,0.0833,0.0012,1,0.6707
M008580,1466,7,Education/Tuition,Mumbai,1,0,1,1,0,0,1,0,0.779,0.509,4.4552,0.9222,1.0,4288.5,-19.9839,0.5227,0.2716,0.8451,0.7876,4.2301,2,0.778,0.1125,0.334,0.2857,0.0007,2,0.7022
M008581,618,4,Electronics,Nagpur,3,0,1,0,0,0,0,0,0.7598,0.5827,4.4534,0.9556,1.0,1973.11,0.1522,0.1911,0.6524,0.6512,0.2254,4.4281,1,0.3224,0.3117,0.2881,0.0,0.0011,0,0.4542
M008582,289,4,Electronics,Varanasi,3,1,1,1,0,0,3,0,0.7966,0.4563,4.4372,0.9222,1.0,1785.65,-1.4332,0.5263,0.3562,0.803,0.4118,3.3708,1,0.5103,0.4068,0.1827,0.0,0.0007,0,0.6834
M008583,937,1,Restaurant/Dhaba,Hyderabad,1,1,1,0,0,0,1,0,0.7682,0.5462,4.4544,0.9333,1.0,5601.44,-6.0754,0.2734,0.2416,0.593,0.5821,0.8718,3,0.2448,0.4232,0.288,0.125,0.0008,1,0.6316
M008584,213,6,Services/Salon,Surat,2,1,1,0,1,0,0,0,0.7743,0.5276,4.4466,0.9333,1.0,2439.91,4.5247,0.7015,0.4652,0.2478,0.9975,5.2179,3,0.3275,0.3208,0.3744,0.1667,0.0006,1,0.7097
M008585,1101,5,Transport/Auto,Ahmedabad,2,0,0,0,0,0,1,0,0.7855,0.5095,4.4529,0.9556,1.0,2276.94,-5.5659,0.0635,0.4611,0.6041,0.631,6.1491,2,1.9442,0.2364,0.1981,0.1429,0.0007,1,0.4502
M008586,176,3,Clothing/Textile,Kochi,3,1,1,0,0,0,2,0,0.7698,0.496,4.4464,0.8556,1.0,1185.44,-3.9528,0.587,0.4135,0.8406,0.8955,5.2475,1,0.4851,0.0765,0.2695,0.0833,0.0012,1,0.6793
M008587,621,2,Medical/Pharmacy,Bhopal,3,1,1,0,0,0,0,0,0.732,0.6242,4.4546,0.8889,1.0,1317.97,-2.9291,0.4668,0.2833,0.2087,0.6524,10.5172,2,0.5035,0.416,0.3097,0.1818,0.0011,2,0.6386
M008588,1462,7,Education/Tuition,Ahmedabad,2,1,1,0,0,0,2,0,0.7486,0.6009,4.4456,0.9333,1.0,1966.89,0.3604,0.8673,0.2791,0.6936,0.7452,2.9065,1,0.211,0.1921,0.3521,0.2,0.001,2,0.8458
M008589,1047,4,Electronics,Lucknow,2,0,1,0,0,0,0,0,0.7991,0.4381,4.4475,0.9,1.0,3668.62,-9.1007,0.8397,0.4353,0.4421,0.5843,4.1408,5,0.2503,0.2475,0.0541,0.0714,0.0014,1,0.7804
M008590,469,7,Education/Tuition,Varanasi,3,1,1,1,1,0,0,0,0.7733,0.5323,4.458,0.9333,1.0,951.64,-1.7031,0.9636,0.0602,0.0251,0.7702,3.5978,4,1.296,0.2696,0.1208,0.125,0.0008,1,0.9458
M008591,258,3,Clothing/Textile,Delhi,1,0,1,0,0,0,2,1,0.7795,0.4941,4.4497,0.9,1.0,4436.59,-11.4999,0.9121,0.2425,0.8829,0.4403,1.1617,4,0.3818,0.1491,0.1474,0.1667,0.0006,1,0.8851
M008592,1337,5,Transport/Auto,Lucknow,2,1,1,0,0,0,1,0,0.7871,0.4725,4.4499,0.9,1.0,2205.78,-5.4409,0.6593,0.1793,0.637,0.3405,4.8992,5,0.2394,0.2578,0.4225,0.2,0.0005,1,0.7805
M008593,761,2,Medical/Pharmacy,Nagpur,3,1,1,1,0,0,3,0,0.7753,0.5191,4.4511,0.9222,1.0,1460.36,-5.0445,0.663,0.1397,0.6838,0.6647,2.194,5,0.1488,0.2731,0.1142,0.1429,0.0007,1,0.8101
M008594,1398,4,Electronics,Jaipur,2,1,1,1,0,0,0,1,0.7152,0.6965,4.4453,0.9333,1.0,4205.75,-2.7143,0.8859,0.581,0.8204,0.4518,1.9732,3,1.0239,0.3378,0.1939,0.2222,0.0009,2,0.7682
M008595,976,0,Kirana/Grocery,Surat,2,0,1,1,0,0,2,0,0.7063,0.724,4.4607,0.9333,1.0,3827.79,3.4208,0.5544,0.1682,0.9676,0.4678,3.9028,2,1.4311,0.117,0.3097,0.1818,0.0011,2,0.7479
M008596,1317,4,Electronics,Lucknow,2,1,1,0,0,0,2,0,0.7663,0.5705,4.4529,0.9667,1.0,3425.75,2.2777,0.7436,0.3895,0.7417,0.8144,1.0295,4,5.1026,0.3249,0.0532,0.0,0.0006,0,0.7744
M008597,769,2,Medical/Pharmacy,Bengaluru,1,1,1,1,0,1,1,1,0.7543,0.5904,4.4402,0.9444,1.0,5320.11,-13.311,0.579,0.3399,0.6833,0.5909,1.9811,3,2.1913,0.1306,0.5938,0.0,0.001,0,0.7177
M008598,407,6,Services/Salon,Surat,2,1,1,0,1,0,0,0,0.7565,0.5736,4.456,0.9222,1.0,2700.59,-0.9987,0.9416,0.5959,0.015,0.7205,1.757,2,1.6698,0.5184,0.0543,0.0,0.0007,0,0.7873
M008599,1156,3,Clothing/Textile,Ahmedabad,2,1,1,1,0,0,0,0,0.7507,0.5759,4.4464,0.9,1.0,2626.86,-0.2365,0.6607,0.0779,0.6771,0.6827,4.7589,2,0.1123,0.3354,0.1444,0.1,0.001,1,0.8124
M008600,983,7,Education/Tuition,Ahmedabad,2,1,1,1,0,0,1,1,0.7288,0.6584,4.4519,0.9333,1.0,2072.98,-0.6409,0.7158,0.836,0.6002,0.2315,8.1447,2,1.0892,0.2466,0.2637,0.1111,0.0009,1,0.5867
M008601,629,6,Services/Salon,Lucknow,2,1,1,0,0,0,2,0,0.7699,0.5233,4.4607,0.9,1.0,2460.85,-2.4054,0.8404,0.2952,0.7271,0.2256,4.5264,4,1.1977,0.0558,0.4197,0.25,0.0008,2,0.8204
M008602,52,0,Kirana/Grocery,Kochi,3,1,1,1,0,1,1,0,0.6045,1.1184,4.4458,0.9111,1.0,2132.83,-7.8198,0.8676,0.8073,0.8876,0.2046,7.0923,2,0.3176,0.5686,0.5923,0.0,0.001,0,0.6623
M008603,322,2,Medical/Pharmacy,Chennai,1,1,1,0,0,0,7,1,0.7348,0.6408,4.4494,0.9333,1.0,5521.14,2.0062,0.8017,0.1813,0.6933,0.5648,2.3624,3,0.1399,0.0953,0.378,0.1667,0.0006,1,0.8521
M008604,1320,5,Transport/Auto,Lucknow,2,1,0,0,1,0,0,0,0.7778,0.5174,4.4451,0.9333,1.0,2265.95,-6.5016,0.6168,0.0829,0.1723,0.7432,5.2255,3,1.1421,0.2916,0.4087,0.2,0.0005,1,0.7905
M008605,505,6,Services/Salon,Jaipur,2,1,1,0,0,0,1,0,0.7747,0.5267,4.447,0.9333,1.0,2442.48,1.579,0.792,0.443,0.4667,0.6685,7.1052,3,0.217,0.3622,0.2399,0.0,0.0003,0,0.7413
M008606,981,2,Medical/Pharmacy,Jaipur,2,1,1,0,0,0,1,1,0.7973,0.4577,4.4602,0.9222,1.0,2695.29,1.8194,0.3696,0.4135,0.5064,0.3477,7.004,1,1.2945,0.2848,0.5335,0.5,0.0004,2,0.5818
M008607,480,4,Electronics,Hyderabad,1,1,1,0,0,1,1,0,0.7336,0.6319,4.451,0.9111,1.0,8617.08,-50.1879,0.7107,0.4408,0.9191,0.5317,1.5308,2,0.0558,0.4393,0.6579,0.2,0.0005,1,0.7429
M008608,927,7,Education/Tuition,Jaipur,2,1,1,0,0,0,0,0,0.7488,0.6201,4.4491,0.9667,1.0,2272.71,-1.2878,0.2666,0.5366,0.2757,0.4243,7.0728,1,1.8216,0.2652,0.3695,0.25,0.0004,1,0.5032
M008609,314,5,Transport/Auto,Indore,3,0,1,0,0,0,1,0,0.7751,0.5268,4.4571,0.9333,1.0,1010.46,-4.4807,0.76,0.1461,0.954,0.2229,3.7059,4,0.0542,0.3513,0.3831,0.1818,0.0011,2,0.8379
M008610,1366,1,Restaurant/Dhaba,Surat,2,1,1,0,0,1,3,0,0.7195,0.6679,4.4657,0.9,1.0,2941.53,-17.0381,0.7485,0.2635,0.5913,0.3136,4.2946,3,0.2268,0.1337,0.4934,0.0,0.0006,0,0.7946
M008611,1215,1,Restaurant/Dhaba,Nagpur,3,1,1,0,0,0,0,1,0.76,0.5493,4.445,0.9,1.0,1529.28,-1.9579,0.9162,0.2581,0.479,0.2017,1.8271,1,0.6449,0.1548,0.4041,0.2222,0.0009,2,0.8781
M008612,619,6,Services/Salon,Kochi,3,0,1,0,0,0,1,0,0.7626,0.5172,4.4495,0.8556,1.0,1400.77,-3.4044,0.5983,0.2967,0.6712,0.5336,6.2094,3,3.8344,0.2229,0.2631,0.0,0.0007,0,0.7131
M008613,151,0,Kirana/Grocery,Bengaluru,1,1,1,1,0,1,1,0,0.757,0.5963,4.4483,0.9667,1.0,6918.48,-39.7333,0.5459,0.3853,0.7334,0.8073,0.7333,2,0.838,0.0597,0.6643,0.125,0.0008,1,0.6984
M008614,1165,2,Medical/Pharmacy,Mumbai,1,0,0,1,0,0,0,0,0.7778,0.5056,4.4508,0.9111,1.0,5518.55,-0.2949,0.6893,0.1993,0.0653,0.4279,3.0736,1,0.1541,0.2082,0.0253,0.0,0.0004,0,0.7975
M008615,1292,3,Clothing/Textile,Bhopal,3,1,1,0,0,0,1,1,0.7569,0.5649,4.4472,0.9111,1.0,1244.41,0.3125,0.9252,0.2659,0.7382,0.7005,3.2902,4,0.4023,0.0937,0.1334,0.0,0.0013,0,0.8706
M008616,1263,0,Kirana/Grocery,Nagpur,3,1,1,1,0,0,3,0,0.7445,0.6269,4.4564,0.9556,1.0,1513.29,-1.1847,0.6705,0.4328,0.7022,0.6787,1.2637,2,3.8171,0.3166,0.0961,0.0,0.0007,0,0.7308
M008617,1402,5,Transport/Auto,Bengaluru,1,1,1,1,0,0,3,0,0.7833,0.508,4.4436,0.9444,1.0,4632.18,-10.9818,0.7559,0.6607,0.2141,0.2777,5.3009,5,1.2719,0.3242,0.5289,0.4286,0.0007,3,0.6723
M008618,540,6,Services/Salon,Delhi,1,0,1,1,0,0,1,2,0.7704,0.5398,4.4528,0.9333,1.0,4733.05,0.1021,0.5134,0.1061,0.7557,0.6358,6.8347,3,3.5557,0.2781,0.2613,0.1429,0.0007,1,0.7325
M008619,31,0,Kirana/Grocery,Chennai,1,1,1,0,1,0,0,0,0.6208,0.9542,4.4516,0.9111,1.0,8743.0,37.5247,0.6568,0.3709,0.0273,0.6741,4.8019,1,1.7324,0.5434,0.0198,0.0,0.0004,0,0.7226
M008620,921,6,Services/Salon,Kochi,3,0,1,0,0,0,2,0,0.7896,0.4971,4.4493,0.9556,1.0,1320.92,1.0864,0.7148,0.3801,0.7097,0.3466,1.8484,1,0.7603,0.5625,0.263,0.0,0.0008,0,0.7608
M008621,828,4,Electronics,Delhi,1,1,1,0,0,0,0,1,0.7518,0.5669,4.4484,0.8889,1.0,6940.03,26.6086,0.7989,0.0959,0.8409,0.4073,1.0949,2,5.2527,0.2525,0.2459,0.0,0.0005,0,0.8842
M008622,658,5,Transport/Auto,Ahmedabad,2,0,1,0,0,0,3,0,0.7088,0.7163,4.4561,0.9333,1.0,2066.81,10.7485,0.525,0.1289,0.5969,0.2586,1.8826,1,0.5644,0.1993,0.1282,0.1111,0.0009,1,0.76
M008623,490,7,Education/Tuition,Varanasi,3,1,0,0,0,0,4,0,0.7206,0.6553,4.4441,0.8889,1.0,1007.22,2.4737,0.8375,0.366,0.3206,0.4389,4.8091,3,0.2504,0.3791,0.2274,0.125,0.0016,2,0.7963
M008624,981,3,Clothing/Textile,Hyderabad,1,1,1,1,0,0,2,1,0.7952,0.4673,4.4417,0.9333,1.0,4839.39,-5.2724,0.576,0.1042,0.9721,0.658,3.1259,1,0.1368,0.3485,0.3433,0.1667,0.0006,1,0.7804
M008625,1001,2,Medical/Pharmacy,Lucknow,2,0,1,0,0,0,0,0,0.7899,0.4778,4.453,0.9222,1.0,2702.09,-4.0757,0.6421,0.8679,0.7048,0.2466,7.1926,5,0.2171,0.2005,0.7196,0.6667,0.0003,2,0.5533
M008626,1294,5,Transport/Auto,Delhi,1,0,1,1,0,0,3,0,0.7735,0.5125,4.4582,0.9,1.0,4297.16,-11.3297,0.8849,0.2073,0.7719,0.3344,2.8793,2,4.001,0.2618,0.1662,0.1111,0.0009,1,0.8745
M008627,1011,2,Medical/Pharmacy,Indore,3,1,1,0,0,0,1,1,0.733,0.6282,4.457,0.9,1.0,1507.54,7.1523,0.9221,0.6104,0.5017,0.6654,5.9719,2,0.2314,0.134,0.2455,0.0,0.0006,0,0.7499
M008628,843,2,Medical/Pharmacy,Hyderabad,1,1,1,0,0,1,2,0,0.7479,0.5917,4.4558,0.9111,1.0,5453.95,-7.28,0.785,0.2488,0.7635,0.2952,7.0731,3,5.9251,0.3239,0.6173,0.25,0.0004,1,0.7969
M008629,83,0,Kirana/Grocery,Ahmedabad,2,1,1,1,0,1,1,1,0.6573,0.8733,4.4375,0.9556,1.0,3809.55,-8.5416,0.4356,0.1793,0.5894,0.3603,10.4816,2,2.6145,0.0407,0.4791,0.0,0.0007,0,0.6576
M008630,138,4,Electronics,Pune,2,1,1,1,0,1,1,0,0.7135,0.6762,4.4487,0.8889,1.0,3916.48,-6.9663,0.8219,0.1454,0.9769,0.2102,0.1777,1,1.1542,0.5344,0.5319,0.125,0.0008,1,0.8841
M008631,309,0,Kirana/Grocery,Hyderabad,1,0,1,0,0,0,0,0,0.7654,0.5492,4.4633,0.9222,1.0,7093.97,-19.273,0.6893,0.3367,0.069,0.4463,3.1777,2,0.7046,0.1419,0.2806,0.1429,0.0007,1,0.7556
M008632,1110,1,Restaurant/Dhaba,Mumbai,1,1,1,1,0,0,1,1,0.7851,0.4857,4.4572,0.9111,1.0,6172.03,7.6328,0.7214,0.2893,0.5438,0.2347,4.4168,1,5.3888,0.3773,0.4082,0.1818,0.0011,2,0.7753
M008633,869,1,Restaurant/Dhaba,Jaipur,2,1,1,0,1,0,0,0,0.7933,0.474,4.4496,0.9333,1.0,3145.63,1.5173,0.9085,0.2709,0.0899,0.9322,5.2471,3,1.1231,0.2846,0.1775,0.0,0.0005,0,0.8506
M008634,866,2,Medical/Pharmacy,Chennai,1,0,1,1,0,0,3,0,0.7843,0.4941,4.4551,0.9222,1.0,4834.09,-8.389,0.3965,0.2627,0.7386,0.4281,2.7866,1,2.3917,0.5549,0.0009,0.0,0.0005,0,0.6631
M008635,1267,4,Electronics,Indore,3,1,1,0,0,0,1,0,0.744,0.609,4.4536,0.9222,1.0,1746.89,0.7941,0.6849,0.4233,0.542,0.8111,0.494,3,0.2238,0.3809,0.1707,0.1,0.001,1,0.744
M008636,1081,5,Transport/Auto,Bhopal,3,1,1,1,0,0,1,0,0.7929,0.4889,4.4572,0.9556,1.0,1129.17,-2.1746,0.5092,0.6711,0.8528,0.3014,1.8714,3,0.188,0.1015,0.2024,0.0909,0.0011,1,0.5911
M008637,233,2,Medical/Pharmacy,Pune,2,1,1,0,0,0,2,1,0.7162,0.6991,4.4393,0.9444,1.0,2842.68,16.3493,0.1597,0.2525,0.97,0.5964,3.4727,1,0.9112,0.4048,0.2183,0.0,0.0003,0,0.5673
M008638,574,5,Transport/Auto,Lucknow,2,0,1,0,0,0,3,0,0.7802,0.53,4.4476,0.9667,1.0,2142.58,-5.9472,0.8488,0.1033,0.851,0.3897,2.9619,2,0.5599,0.1534,0.267,0.25,0.0004,1,0.8908
M008639,338,2,Medical/Pharmacy,Lucknow,2,1,1,0,0,1,1,2,0.7469,0.5922,4.4401,0.9111,1.0,2841.18,-11.6765,0.7651,0.2413,0.4917,0.4225,2.7641,2,0.1044,0.3797,0.634,0.1667,0.0006,1,0.8171
M008640,557,7,Education/Tuition,Indore,3,1,1,1,0,0,1,0,0.7411,0.6362,4.4523,0.9556,1.0,1058.44,-4.3801,0.4792,0.258,0.6285,0.2203,3.4766,3,0.4691,0.1125,0.3632,0.2857,0.0007,2,0.6934
M008641,1396,0,Kirana/Grocery,Lucknow,2,0,1,0,0,0,5,2,0.7962,0.4789,4.4547,0.9556,1.0,3222.32,-0.3091,0.4491,0.0401,0.5369,0.5817,0.7713,2,2.3055,0.379,0.3732,0.125,0.0008,1,0.763
M008642,1038,7,Education/Tuition,Delhi,1,1,1,0,0,1,2,0,0.7573,0.5914,4.4645,0.9556,1.0,3847.74,-7.6347,0.6879,0.0934,0.7162,0.3759,2.7053,5,0.6261,0.3007,0.6353,0.2857,0.0007,2,0.8309
M008643,1271,2,Medical/Pharmacy,Bengaluru,1,1,1,1,0,0,3,1,0.804,0.444,4.4554,0.9333,1.0,5724.75,-16.473,0.7676,0.2152,0.5501,0.3568,3.3993,1,1.7851,0.3256,0.2487,0.3333,0.0006,2,0.8221
M008644,646,2,Medical/Pharmacy,Ahmedabad,2,1,1,1,0,0,2,0,0.7735,0.5501,4.4535,0.9667,1.0,2880.35,-3.721,0.825,0.2771,0.9043,0.5108,3.8708,2,0.6263,0.6104,0.0184,0.0,0.0004,0,0.8236
M008645,1140,4,Electronics,Pune,2,0,1,0,0,1,1,0,0.7271,0.6069,4.4566,0.8333,1.0,3715.95,-7.4179,0.7329,0.2916,0.9633,0.3291,3.574,3,0.6471,0.1088,0.464,0.0,0.0006,0,0.7842
M008646,60,4,Electronics,Lucknow,2,0,1,0,0,1,4,0,0.6762,0.7896,4.4519,0.9,1.0,4255.89,-43.2748,0.6761,0.6422,0.9579,0.8643,5.9085,1,0.0529,0.2023,0.5971,0.1429,0.0007,1,0.6423
M008647,129,6,Services/Salon,Chennai,1,1,1,1,0,0,2,1,0.7839,0.5064,4.4457,0.9444,1.0,4713.51,0.407,0.7559,0.118,0.7259,0.6759,2.7505,3,0.3261,0.1575,0.2439,0.125,0.0008,1,0.8505
M008648,696,5,Transport/Auto,Lucknow,2,1,1,1,0,0,0,1,0.7802,0.487,4.4582,0.8889,1.0,1984.95,-7.041,0.6385,0.2833,0.4675,0.2861,0.4473,3,1.5443,0.4214,0.0871,0.0,0.0008,0,0.7677
M008649,833,4,Electronics,Delhi,1,1,1,0,0,0,3,0,0.7013,0.7245,4.4523,0.9111,1.0,8673.36,19.4951,0.3582,0.3848,0.7905,0.7364,0.8811,2,3.0474,0.4225,0.2305,0.2727,0.0011,3,0.6226
M008650,1368,2,Medical/Pharmacy,Hyderabad,1,1,1,1,0,0,2,1,0.7934,0.4919,4.4442,0.9667,1.0,6406.39,-9.7897,0.7718,0.3627,0.5962,0.7495,4.6409,3,1.1329,0.3618,0.3574,0.125,0.0008,1,0.7721
M008651,524,4,Electronics,Ahmedabad,2,0,1,0,1,0,0,0,0.7531,0.5522,4.4607,0.8667,1.0,3591.54,-11.9445,0.708,0.1544,0.4121,0.9109,0.7784,1,0.6981,0.5253,0.3773,0.1667,0.0006,1,0.8322
M008652,500,4,Electronics,Mumbai,1,1,1,1,0,1,4,0,0.7114,0.6821,4.4468,0.8889,1.0,8516.49,-11.4486,0.7975,0.9627,0.8216,0.3934,4.3799,1,1.3173,0.245,0.6869,0.1667,0.0006,1,0.6039
M008653,771,3,Clothing/Textile,Ahmedabad,2,1,1,0,0,1,1,0,0.7282,0.6466,4.4456,0.9111,1.0,2435.24,-7.6321,0.7626,0.1499,0.4169,0.6345,5.0517,5,1.9231,0.3419,0.5953,0.3333,0.0003,1,0.8298
M008654,763,3,Clothing/Textile,Lucknow,2,1,1,0,0,0,1,2,0.7739,0.5157,4.4431,0.9111,1.0,2589.42,-2.2207,0.7768,0.173,0.5796,0.2869,3.5524,1,1.4691,0.5577,0.3029,0.375,0.0008,3,0.8375
M008655,1027,1,Restaurant/Dhaba,Jaipur,2,1,1,1,0,1,0,0,0.7157,0.6438,4.4437,0.8444,1.0,3095.11,-6.3059,0.0579,0.2598,0.6544,0.407,5.4518,3,1.1455,0.1955,0.5444,0.0,0.0004,0,0.5125
