merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered
M008981,251,3,Clothing/Textile,Lucknow,2,1,1,0
M008982,1221,2,Medical/Pharmacy,Surat,2,0,1,1
M008983,1297,6,Services/Salon,Pune,2,1,1,0
M008984,1271,6,Services/Salon,Delhi,1,1,1,0
M008985,1109,4,Electronics,Pune,2,1,1,0
M008986,644,4,Electronics,Pune,2,1,1,0
M008987,196,3,Clothing/Textile,Varanasi,3,1,1,0
M008988,171,4,Electronics,Kochi,3,1,1,0
M008989,154,2,Medical/Pharmacy,Lucknow,2,0,1,0
M008990,119,1,Restaurant/Dhaba,Chennai,1,0,1,0
M008991,340,4,Electronics,Bengaluru,1,1,1,1
M008992,1424,2,Medical/Pharmacy,Chennai,1,1,1,1
M008993,981,6,Services/Salon,Jaipur,2,1,1,0
M008994,245,6,Services/Salon,Delhi,1,1,1,1
M008995,1494,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M008996,1239,7,Education/Tuition,Delhi,1,1,1,1
M008997,912,6,Services/Salon,Indore,3,0,1,0
M008998,1206,2,Medical/Pharmacy,Delhi,1,1,1,0
M008999,790,7,Education/Tuition,Kochi,3,0,1,0
M009000,125,4,Electronics,Bhopal,3,0,1,1
M009001,739,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M009002,1389,3,Clothing/Textile,Surat,2,0,1,0
M009003,178,3,Clothing/Textile,Lucknow,2,1,0,1
M009004,957,4,Electronics,Ahmedabad,2,0,1,0
M009005,744,4,Electronics,Mumbai,1,1,1,1
M009006,912,6,Services/Salon,Hyderabad,1,1,0,1
M009007,1455,0,Kirana/Grocery,Pune,2,1,1,0
M009008,1384,5,Transport/Auto,Ahmedabad,2,1,1,0
M009009,1280,7,Education/Tuition,Surat,2,1,1,0
M009010,387,1,Restaurant/Dhaba,Mumbai,1,1,1,1
M009011,617,2,Medical/Pharmacy,Lucknow,2,1,1,1
M009012,345,5,Transport/Auto,Delhi,1,1,1,0
M009013,914,2,Medical/Pharmacy,Chennai,1,1,1,1
M009014,1089,5,Transport/Auto,Chennai,1,1,1,1
M009015,1481,3,Clothing/Textile,Delhi,1,1,1,0
M009016,479,5,Transport/Auto,Hyderabad,1,1,1,0
M009017,874,4,Electronics,Nagpur,3,0,1,1
M009018,119,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M009019,570,3,Clothing/Textile,Ahmedabad,2,1,1,0
M009020,205,6,Services/Salon,Bengaluru,1,1,1,0
M009021,1473,5,Transport/Auto,Varanasi,3,0,1,1
M009022,677,1,Restaurant/Dhaba,Surat,2,0,1,1
M009023,930,4,Electronics,Chennai,1,1,1,1
M009024,716,6,Services/Salon,Lucknow,2,1,0,1
M009025,1224,2,Medical/Pharmacy,Ahmedabad,2,1,1,1
M009026,423,6,Services/Salon,Lucknow,2,1,1,0
M009027,1319,7,Education/Tuition,Mumbai,1,1,1,1
M009028,533,7,Education/Tuition,Varanasi,3,0,1,0
M009029,1187,0,Kirana/Grocery,Ahmedabad,2,1,1,0
M009030,985,1,Restaurant/Dhaba,Chennai,1,1,1,1
M009031,1079,7,Education/Tuition,Jaipur,2,0,1,0
M009032,1330,2,Medical/Pharmacy,Jaipur,2,1,1,0
M009033,129,1,Restaurant/Dhaba,Bhopal,3,0,1,1
M009034,1495,1,Restaurant/Dhaba,Ahmedabad,2,0,1,0
M009035,454,1,Restaurant/Dhaba,Surat,2,1,1,1
M009036,1083,4,Electronics,Bengaluru,1,1,1,1
M009037,935,7,Education/Tuition,Nagpur,3,0,1,0
M009038,525,3,Clothing/Textile,Jaipur,2,0,1,1
M009039,680,1,Restaurant/Dhaba,Hyderabad,1,0,1,0
M009040,1027,4,Electronics,Delhi,1,1,1,0
M009041,1244,0,Kirana/Grocery,Mumbai,1,0,1,1
M009042,1240,7,Education/Tuition,Varanasi,3,0,1,0
M009043,169,3,Clothing/Textile,Bengaluru,1,1,1,0
M009044,349,4,Electronics,Ahmedabad,2,0,1,0
M009045,398,6,Services/Salon,Delhi,1,1,0,1
M009046,326,0,Kirana/Grocery,Lucknow,2,1,1,1
M009047,1253,6,Services/Salon,Lucknow,2,1,1,1
M009048,825,3,Clothing/Textile,Bhopal,3,1,1,1
M009049,1432,4,Electronics,Lucknow,2,1,1,1
M009050,1133,0,Kirana/Grocery,Bhopal,3,1,1,0
M009051,530,4,Electronics,Pune,2,1,1,0
M009052,288,0,Kirana/Grocery,Bengaluru,1,1,1,1
M009053,1174,1,Restaurant/Dhaba,Delhi,1,1,1,0
M009054,1108,1,Restaurant/Dhaba,Pune,2,0,1,0
M009055,47,7,Education/Tuition,Varanasi,3,1,1,0
M009056,1362,3,Clothing/Textile,Bhopal,3,1,1,0
M009057,139,0,Kirana/Grocery,Bengaluru,1,0,1,0
M009058,360,1,Restaurant/Dhaba,Hyderabad,1,1,1,0
M009059,975,3,Clothing/Textile,Mumbai,1,1,0,0
M009060,1317,2,Medical/Pharmacy,Indore,3,1,1,0
M009061,297,1,Restaurant/Dhaba,Kochi,3,1,0,0
M009062,464,1,Restaurant/Dhaba,Bhopal,3,1,1,1
M009063,479,5,Transport/Auto,Pune,2,1,1,0
M009064,326,4,Electronics,Lucknow,2,1,1,1
M009065,1190,2,Medical/Pharmacy,Lucknow,2,1,1,0
M009066,748,0,Kirana/Grocery,Mumbai,1,0,1,0
M009067,1050,3,Clothing/Textile,Jaipur,2,1,1,1
M009068,1450,2,Medical/Pharmacy,Mumbai,1,1,1,0
M009069,213,0,Kirana/Grocery,Delhi,1,0,1,1
M009070,441,1,Restaurant/Dhaba,Kochi,3,1,1,0
M009071,349,6,Services/Salon,Indore,3,0,1,0
M009072,770,5,Transport/Auto,Surat,2,0,1,1
M009073,1379,7,Education/Tuition,Lucknow,2,1,1,1
M009074,834,6,Services/Salon,Jaipur,2,0,1,1
M009075,446,7,Education/Tuition,Pune,2,0,1,0
M009076,911,3,Clothing/Textile,Bhopal,3,0,1,0
M009077,820,3,Clothing/Textile,Indore,3,1,1,0
M009078,119,2,Medical/Pharmacy,Surat,2,0,1,0
M009079,788,7,Education/Tuition,Bengaluru,1,0,1,1
M009080,1494,4,Electronics,Mumbai,1,0,1,0
M009081,1128,0,Kirana/Grocery,Surat,2,1,1,0
M009082,603,7,Education/Tuition,Delhi,1,0,1,0
M009083,1320,5,Transport/Auto,Bhopal,3,1,1,0
M009084,992,7,Education/Tuition,Mumbai,1,0,1,0
M009085,965,7,Education/Tuition,Hyderabad,1,0,1,1
M009086,1365,5,Transport/Auto,Ahmedabad,2,1,1,1
M009087,1081,6,Services/Salon,Varanasi,3,1,1,0
M009088,1395,2,Medical/Pharmacy,Bengaluru,1,1,1,0
M009089,455,7,Education/Tuition,Jaipur,2,0,1,0
M009090,912,4,Electronics,Lucknow,2,0,1,0
M009091,815,4,Electronics,Hyderabad,1,1,1,0
M009092,564,4,Electronics,Ahmedabad,2,0,1,0
M009093,1463,3,Clothing/Textile,Surat,2,1,1,0
M009094,314,0,Kirana/Grocery,Pune,2,1,1,0
M009095,651,0,Kirana/Grocery,Kochi,3,1,1,0
M009096,1159,6,Services/Salon,Delhi,1,1,1,1
M009097,533,7,Education/Tuition,Hyderabad,1,1,1,1
M009098,75,2,Medical/Pharmacy,Indore,3,0,1,1
M009099,1197,1,Restaurant/Dhaba,Pune,2,1,1,1
M009100,566,2,Medical/Pharmacy,Lucknow,2,0,1,1
M009101,91,7,Education/Tuition,Indore,3,1,1,0
M009102,1135,0,Kirana/Grocery,Mumbai,1,0,0,1
M009103,365,7,Education/Tuition,Jaipur,2,0,1,1
M009104,240,6,Services/Salon,Delhi,1,1,1,1
M009105,429,3,Clothing/Textile,Chennai,1,1,1,0
M009106,738,7,Education/Tuition,Delhi,1,0,1,0
M009107,376,2,Medical/Pharmacy,Indore,3,1,1,1
M009108,1251,6,Services/Salon,Mumbai,1,1,1,0
M009109,406,1,Restaurant/Dhaba,Surat,2,1,1,1
M009110,1215,5,Transport/Auto,Bhopal,3,0,1,0
M009111,1261,2,Medical/Pharmacy,Ahmedabad,2,0,1,1
M009112,850,7,Education/Tuition,Lucknow,2,0,1,1
M009113,948,6,Services/Salon,Lucknow,2,0,1,1
M009114,1480,4,Electronics,Mumbai,1,1,1,0
M009115,73,1,Restaurant/Dhaba,Ahmedabad,2,0,1,0
M009116,829,4,Electronics,Ahmedabad,2,1,1,1
M009117,1332,3,Clothing/Textile,Bhopal,3,1,1,0
M009118,816,0,Kirana/Grocery,Varanasi,3,1,1,0
M009119,762,2,Medical/Pharmacy,Nagpur,3,1,1,1
M009120,997,6,Services/Salon,Kochi,3,0,1,0
M009121,1199,2,Medical/Pharmacy,Lucknow,2,1,1,1
M009122,1122,4,Electronics,Ahmedabad,2,1,1,1
M009123,681,4,Electronics,Varanasi,3,0,1,1
M009124,551,0,Kirana/Grocery,Jaipur,2,1,1,1
M009125,140,6,Services/Salon,Kochi,3,1,1,0
M009126,637,2,Medical/Pharmacy,Pune,2,0,1,0
M009127,1108,6,Services/Salon,Jaipur,2,1,1,0
M009128,1276,0,Kirana/Grocery,Ahmedabad,2,0,1,1
M009129,925,4,Electronics,Bhopal,3,1,1,0
M009130,553,7,Education/Tuition,Chennai,1,1,1,0
M009131,175,5,Transport/Auto,Lucknow,2,1,1,0
M009132,293,6,Services/Salon,Jaipur,2,1,1,1
M009133,497,4,Electronics,Hyderabad,1,1,1,0
M009134,901,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M009135,988,4,Electronics,Ahmedabad,2,1,1,0
M009136,1240,4,Electronics,Pune,2,1,1,0
M009137,1396,6,Services/Salon,Bengaluru,1,1,1,0
M009138,1152,5,Transport/Auto,Lucknow,2,1,1,0
M009139,708,0,Kirana/Grocery,Lucknow,2,0,1,0
M009140,1359,1,Restaurant/Dhaba,Pune,2,1,1,0
M009141,1252,1,Restaurant/Dhaba,Delhi,1,1,1,0
M009142,787,2,Medical/Pharmacy,Nagpur,3,0,1,1
M009143,1207,5,Transport/Auto,Ahmedabad,2,0,1,1
M009144,948,7,Education/Tuition,Jaipur,2,1,1,0
M009145,1149,3,Clothing/Textile,Ahmedabad,2,1,1,0
M009146,604,2,Medical/Pharmacy,Pune,2,1,1,1
M009147,735,2,Medical/Pharmacy,Surat,2,1,1,0
M009148,863,7,Education/Tuition,Jaipur,2,1,1,0
M009149,1412,2,Medical/Pharmacy,Pune,2,1,0,0
M009150,843,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M009151,428,0,Kirana/Grocery,Lucknow,2,1,1,1
M009152,1429,6,Services/Salon,Delhi,1,1,1,0
M009153,631,7,Education/Tuition,Lucknow,2,1,1,1
M009154,357,4,Electronics,Hyderabad,1,1,1,1
M009155,1325,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M009156,1348,4,Electronics,Indore,3,1,1,1
M009157,424,7,Education/Tuition,Jaipur,2,1,1,1
M009158,577,4,Electronics,Jaipur,2,0,1,0
M009159,1071,3,Clothing/Textile,Pune,2,0,1,1
M009160,948,6,Services/Salon,Kochi,3,1,1,0
M009161,106,2,Medical/Pharmacy,Jaipur,2,1,1,0
M009162,1102,3,Clothing/Textile,Bhopal,3,0,1,1
M009163,1479,2,Medical/Pharmacy,Surat,2,1,1,0
M009164,1047,1,Restaurant/Dhaba,Kochi,3,0,0,0
M009165,158,4,Electronics,Kochi,3,1,0,0
M009166,548,3,Clothing/Textile,Indore,3,0,1,1
M009167,333,7,Education/Tuition,Delhi,1,1,1,0
M009168,1165,7,Education/Tuition,Delhi,1,1,1,0
M009169,754,5,Transport/Auto,Chennai,1,1,1,0
M009170,941,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M009171,845,1,Restaurant/Dhaba,Varanasi,3,0,1,1
M009172,1003,7,Education/Tuition,Delhi,1,0,1,1
M009173,848,5,Transport/Auto,Mumbai,1,1,1,0
M009174,392,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M009175,1119,4,Electronics,Chennai,1,1,1,0
M009176,1084,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M009177,1348,2,Medical/Pharmacy,Indore,3,1,1,0
M009178,838,1,Restaurant/Dhaba,Jaipur,2,1,1,1
M009179,1372,7,Education/Tuition,Delhi,1,0,1,0
M009180,1067,2,Medical/Pharmacy,Pune,2,0,1,0
M009181,599,0,Kirana/Grocery,Ahmedabad,2,1,1,1
M009182,999,5,Transport/Auto,Bengaluru,1,1,1,0
M009183,1295,6,Services/Salon,Jaipur,2,0,1,0
M009184,382,5,Transport/Auto,Lucknow,2,0,1,1
M009185,1301,4,Electronics,Lucknow,2,1,1,0
M009186,639,5,Transport/Auto,Jaipur,2,0,1,1
M009187,497,7,Education/Tuition,Bengaluru,1,0,1,0
M009188,953,2,Medical/Pharmacy,Varanasi,3,1,1,0
M009189,417,2,Medical/Pharmacy,Indore,3,0,1,0
M009190,788,3,Clothing/Textile,Kochi,3,1,1,1
M009191,471,4,Electronics,Mumbai,1,0,1,1
M009192,1395,4,Electronics,Indore,3,1,1,1
M009193,545,5,Transport/Auto,Kochi,3,1,1,1
M009194,872,2,Medical/Pharmacy,Varanasi,3,1,1,0
M009195,74,0,Kirana/Grocery,Hyderabad,1,1,1,1
M009196,1472,7,Education/Tuition,Surat,2,0,1,1
M009197,752,7,Education/Tuition,Kochi,3,1,1,1
M009198,785,3,Clothing/Textile,Pune,2,1,1,1
M009199,232,0,Kirana/Grocery,Ahmedabad,2,0,1,1
M009200,568,7,Education/Tuition,Indore,3,1,1,0
M009201,415,2,Medical/Pharmacy,Pune,2,0,1,0
M009202,659,4,Electronics,Surat,2,0,1,0
M009203,997,4,Electronics,Pune,2,1,1,1
M009204,767,6,Services/Salon,Bhopal,3,1,1,0
M009205,389,7,Education/Tuition,Hyderabad,1,1,0,0
M009206,1012,0,Kirana/Grocery,Ahmedabad,2,1,1,0
M009207,234,6,Services/Salon,Lucknow,2,1,1,0
M009208,1300,6,Services/Salon,Nagpur,3,1,1,0
M009209,1020,1,Restaurant/Dhaba,Pune,2,1,1,1
M009210,1102,7,Education/Tuition,Bhopal,3,1,1,1
M009211,395,7,Education/Tuition,Varanasi,3,0,1,1
M009212,282,2,Medical/Pharmacy,Chennai,1,1,1,1
M009213,107,4,Electronics,Lucknow,2,1,1,0
M009214,798,5,Transport/Auto,Bengaluru,1,0,1,0
M009215,661,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M009216,1016,4,Electronics,Surat,2,0,1,1
M009217,446,5,Transport/Auto,Nagpur,3,1,1,0
M009218,1088,4,Electronics,Bhopal,3,1,1,1
M009219,1491,1,Restaurant/Dhaba,Delhi,1,0,1,0
M009220,341,0,Kirana/Grocery,Hyderabad,1,0,1,1
M009221,1196,2,Medical/Pharmacy,Jaipur,2,1,1,0
M009222,226,6,Services/Salon,Pune,2,1,1,0
M009223,1026,1,Restaurant/Dhaba,Bengaluru,1,0,1,1
M009224,289,1,Restaurant/Dhaba,Kochi,3,0,1,0
M009225,1419,6,Services/Salon,Nagpur,3,1,1,0
M009226,625,7,Education/Tuition,Ahmedabad,2,1,1,1
M009227,1245,4,Electronics,Bhopal,3,0,1,0
M009228,563,7,Education/Tuition,Lucknow,2,1,1,0
M009229,53,5,Transport/Auto,Surat,2,0,1,0
M009230,972,6,Services/Salon,Surat,2,1,1,1
M009231,1128,1,Restaurant/Dhaba,Bengaluru,1,1,1,0
M009232,952,7,Education/Tuition,Varanasi,3,1,1,0
M009233,1447,2,Medical/Pharmacy,Lucknow,2,1,1,1
M009234,708,6,Services/Salon,Ahmedabad,2,0,1,0
M009235,139,6,Services/Salon,Ahmedabad,2,1,1,1
M009236,119,0,Kirana/Grocery,Mumbai,1,0,1,1
M009237,66,5,Transport/Auto,Mumbai,1,0,1,0
M009238,851,7,Education/Tuition,Jaipur,2,1,1,0
M009239,1022,0,Kirana/Grocery,Ahmedabad,2,1,1,1
M009240,601,7,Education/Tuition,Chennai,1,1,1,0
M009241,613,0,Kirana/Grocery,Pune,2,1,1,0
M009242,336,2,Medical/Pharmacy,Pune,2,1,1,0
M009243,91,4,Electronics,Pune,2,1,1,0
M009244,334,5,Transport/Auto,Lucknow,2,1,1,0
M009245,208,5,Transport/Auto,Indore,3,1,0,0
M009246,569,7,Education/Tuition,Lucknow,2,0,1,0
M009247,961,6,Services/Salon,Lucknow,2,1,1,0
M009248,961,2,Medical/Pharmacy,Bengaluru,1,1,1,1
M009249,874,7,Education/Tuition,Mumbai,1,0,1,1
M009250,1497,5,Transport/Auto,Delhi,1,0,1,1
M009251,1089,1,Restaurant/Dhaba,Jaipur,2,1,1,1
M009252,779,3,Clothing/Textile,Bengaluru,1,1,0,1
M009253,1126,6,Services/Salon,Hyderabad,1,0,1,1
M009254,1083,3,Clothing/Textile,Varanasi,3,1,1,0
M009255,768,3,Clothing/Textile,Delhi,1,0,1,0
M009256,1356,0,Kirana/Grocery,Delhi,1,1,1,0
M009257,1400,7,Education/Tuition,Delhi,1,1,1,0
M009258,826,5,Transport/Auto,Varanasi,3,0,1,1
M009259,1118,7,Education/Tuition,Delhi,1,1,1,0
M009260,776,6,Services/Salon,Lucknow,2,1,1,0
M009261,656,2,Medical/Pharmacy,Lucknow,2,1,0,1
M009262,482,5,Transport/Auto,Pune,2,0,1,1
M009263,860,2,Medical/Pharmacy,Ahmedabad,2,0,1,0
M009264,787,7,Education/Tuition,Bhopal,3,0,1,1
M009265,890,5,Transport/Auto,Hyderabad,1,1,1,0
M009266,848,6,Services/Salon,Hyderabad,1,1,1,0
M009267,1422,7,Education/Tuition,Chennai,1,0,1,0
M009268,1090,6,Services/Salon,Hyderabad,1,1,1,1
M009269,410,0,Kirana/Grocery,Delhi,1,1,1,0
M009270,1272,6,Services/Salon,Delhi,1,1,1,1
M009271,678,1,Restaurant/Dhaba,Surat,2,0,1,0
M009272,275,3,Clothing/Textile,Jaipur,2,1,1,1
M009273,280,3,Clothing/Textile,Surat,2,1,1,1
M009274,594,5,Transport/Auto,Jaipur,2,0,1,1
M009275,938,0,Kirana/Grocery,Mumbai,1,1,1,1
M009276,1399,3,Clothing/Textile,Mumbai,1,1,1,1
M009277,850,5,Transport/Auto,Ahmedabad,2,0,1,0
M009278,744,6,Services/Salon,Chennai,1,1,1,0
M009279,501,4,Electronics,Delhi,1,1,1,0
M009280,151,5,Transport/Auto,Ahmedabad,2,1,1,0
M009281,1379,2,Medical/Pharmacy,Kochi,3,1,1,1
M009282,810,3,Clothing/Textile,Ahmedabad,2,1,0,1
M009283,777,3,Clothing/Textile,Chennai,1,1,1,0
M009284,150,4,Electronics,Indore,3,1,1,1
M009285,168,6,Services/Salon,Pune,2,1,1,1
M009286,116,1,Restaurant/Dhaba,Jaipur,2,0,1,0
M009287,159,7,Education/Tuition,Indore,3,0,1,1
M009288,281,5,Transport/Auto,Jaipur,2,0,1,0
M009289,816,1,Restaurant/Dhaba,Hyderabad,1,1,1,1
M009290,1413,5,Transport/Auto,Ahmedabad,2,1,1,0
M009291,1483,4,Electronics,Pune,2,0,1,1
M009292,76,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M009293,530,0,Kirana/Grocery,Pune,2,0,1,0
M009294,454,4,Electronics,Nagpur,3,1,1,1
M009295,1428,6,Services/Salon,Kochi,3,1,1,1
M009296,994,7,Education/Tuition,Varanasi,3,1,1,0
M009297,760,5,Transport/Auto,Varanasi,3,1,1,0
M009298,140,2,Medical/Pharmacy,Varanasi,3,1,1,0
M009299,1280,6,Services/Salon,Chennai,1,1,1,0
M009300,1092,6,Services/Salon,Mumbai,1,1,1,0
M009301,164,2,Medical/Pharmacy,Pune,2,0,1,0
M009302,1348,2,Medical/Pharmacy,Nagpur,3,1,1,1
M009303,639,5,Transport/Auto,Pune,2,0,1,0
M009304,1087,6,Services/Salon,Pune,2,1,1,1
M009305,1016,3,Clothing/Textile,Hyderabad,1,1,1,0
M009306,457,4,Electronics,Chennai,1,0,1,1
M009307,1121,4,Electronics,Surat,2,0,1,0
M009308,228,7,Education/Tuition,Bengaluru,1,1,1,0
M009309,589,1,Restaurant/Dhaba,Surat,2,1,0,0
M009310,288,4,Electronics,Delhi,1,1,1,0
M009311,754,7,Education/Tuition,Chennai,1,1,1,0
M009312,703,7,Education/Tuition,Pune,2,0,1,0
M009313,166,6,Services/Salon,Surat,2,1,1,0
M009314,945,4,Electronics,Surat,2,1,1,0
M009315,965,6,Services/Salon,Mumbai,1,1,1,1
M009316,410,1,Restaurant/Dhaba,Varanasi,3,1,1,1
M009317,267,4,Electronics,Jaipur,2,1,1,1
M009318,1337,4,Electronics,Surat,2,0,1,0
M009319,717,7,Education/Tuition,Surat,2,1,1,0
M009320,487,0,Kirana/Grocery,Delhi,1,1,1,1
M009321,1188,5,Transport/Auto,Indore,3,0,0,1
M009322,111,1,Restaurant/Dhaba,Surat,2,1,1,0
M009323,624,0,Kirana/Grocery,Ahmedabad,2,0,1,0
M009324,683,3,Clothing/Textile,Hyderabad,1,1,1,1
M009325,1262,1,Restaurant/Dhaba,Kochi,3,1,1,1
M009326,432,6,Services/Salon,Nagpur,3,0,1,1
M009327,851,5,Transport/Auto,Delhi,1,0,0,0
M009328,217,4,Electronics,Hyderabad,1,0,1,1
M009329,522,6,Services/Salon,Indore,3,0,1,0
M009330,284,4,Electronics,Jaipur,2,1,1,1
M009331,1376,0,Kirana/Grocery,Kochi,3,0,1,0
M009332,454,0,Kirana/Grocery,Pune,2,1,1,0
M009333,1468,3,Clothing/Textile,Pune,2,1,1,0
M009334,1220,3,Clothing/Textile,Ahmedabad,2,0,1,0
M009335,514,5,Transport/Auto,Hyderabad,1,1,1,0
M009336,465,4,Electronics,Jaipur,2,0,1,1
M009337,209,6,Services/Salon,Kochi,3,1,1,0
M009338,1124,2,Medical/Pharmacy,Chennai,1,1,1,1
M009339,930,6,Services/Salon,Lucknow,2,1,1,0
M009340,1494,7,Education/Tuition,Pune,2,1,1,1
M009341,673,3,Clothing/Textile,Jaipur,2,1,1,1
M009342,168,4,Electronics,Varanasi,3,1,1,0
M009343,816,6,Services/Salon,Indore,3,1,1,1
M009344,131,6,Services/Salon,Chennai,1,0,1,0
M009345,497,3,Clothing/Textile,Nagpur,3,1,1,1
M009346,312,7,Education/Tuition,Kochi,3,1,1,0
M009347,1082,6,Services/Salon,Varanasi,3,1,1,1
M009348,47,6,Services/Salon,Pune,2,1,1,1
M009349,785,1,Restaurant/Dhaba,Varanasi,3,1,1,1
M009350,716,7,Education/Tuition,Chennai,1,1,1,0
M009351,630,0,Kirana/Grocery,Bengaluru,1,1,1,1
M009352,1073,4,Electronics,Nagpur,3,1,1,0
M009353,1379,6,Services/Salon,Delhi,1,1,1,0
M009354,1409,3,Clothing/Textile,Chennai,1,0,1,1
M009355,462,0,Kirana/Grocery,Indore,3,0,0,0
M009356,1452,7,Education/Tuition,Indore,3,1,1,1
M009357,1071,6,Services/Salon,Delhi,1,1,1,0
M009358,405,6,Services/Salon,Indore,3,1,1,0
M009359,1393,2,Medical/Pharmacy,Pune,2,0,1,1
M009360,1203,3,Clothing/Textile,Ahmedabad,2,0,1,0
M009361,1040,4,Electronics,Nagpur,3,1,0,0
M009362,745,1,Restaurant/Dhaba,Ahmedabad,2,1,1,1
M009363,1286,0,Kirana/Grocery,Mumbai,1,0,1,1
M009364,1157,7,Education/Tuition,Hyderabad,1,0,1,0
M009365,1053,0,Kirana/Grocery,Surat,2,0,1,1
M009366,766,1,Restaurant/Dhaba,Surat,2,1,1,0
M009367,250,4,Electronics,Kochi,3,0,1,1
M009368,1079,5,Transport/Auto,Nagpur,3,0,1,0
M009369,1117,7,Education/Tuition,Pune,2,1,1,1
M009370,283,2,Medical/Pharmacy,Bhopal,3,1,1,0
M009371,1302,5,Transport/Auto,Mumbai,1,0,1,0
M009372,765,7,Education/Tuition,Mumbai,1,0,1,0
M009373,855,6,Services/Salon,Kochi,3,1,1,1
M009374,1184,1,Restaurant/Dhaba,Hyderabad,1,1,1,0
M009375,59,2,Medical/Pharmacy,Delhi,1,0,1,1
M009376,816,4,Electronics,Pune,2,1,0,1
M009377,39,3,Clothing/Textile,Surat,2,1,1,1
M009378,1142,3,Clothing/Textile,Varanasi,3,0,1,0
M009379,459,7,Education/Tuition,Chennai,1,1,1,0
M009380,1200,7,Education/Tuition,Chennai,1,0,1,1
M009381,1180,5,Transport/Auto,Delhi,1,0,1,0
M009382,727,4,Electronics,Lucknow,2,0,1,0
M009383,153,2,Medical/Pharmacy,Surat,2,1,1,0
M009384,1394,7,Education/Tuition,Lucknow,2,0,1,0
M009385,80,7,Education/Tuition,Indore,3,1,1,1
M009386,427,5,Transport/Auto,Nagpur,3,1,1,1
M009387,343,1,Restaurant/Dhaba,Mumbai,1,1,1,0
M009388,677,5,Transport/Auto,Pune,2,1,1,0
M009389,543,4,Electronics,Surat,2,1,1,0
M009390,531,6,Services/Salon,Indore,3,0,1,1
M009391,559,4,Electronics,Indore,3,0,1,0
M009392,726,3,Clothing/Textile,Delhi,1,0,1,1
M009393,763,1,Restaurant/Dhaba,Pune,2,0,1,1
M009394,889,3,Clothing/Textile,Lucknow,2,1,1,1
M009395,448,2,Medical/Pharmacy,Mumbai,1,1,1,1
M009396,223,2,Medical/Pharmacy,Mumbai,1,1,1,1
M009397,341,0,Kirana/Grocery,Pune,2,1,1,0
M009398,1025,4,Electronics,Lucknow,2,1,1,1
M009399,751,1,Restaurant/Dhaba,Bengaluru,1,1,1,1
M009400,1352,1,Restaurant/Dhaba,Surat,2,1,1,1
M009401,1382,3,Clothing/Textile,Bengaluru,1,1,1,0
M009402,505,5,Transport/Auto,Jaipur,2,1,1,0
M009403,613,5,Transport/Auto,Mumbai,1,1,1,0
M009404,146,3,Clothing/Textile,Bengaluru,1,1,1,0
M009405,293,6,Services/Salon,Pune,2,1,1,0
M009406,50,5,Transport/Auto,Mumbai,1,1,0,1
M009407,506,1,Restaurant/Dhaba,Surat,2,1,1,0
M009408,578,7,Education/Tuition,Delhi,1,1,1,1
M009409,1226,7,Education/Tuition,Pune,2,1,1,1
M009410,977,7,Education/Tuition,Bengaluru,1,1,1,0
M009411,1050,3,Clothing/Textile,Surat,2,1,1,1
M009412,1115,7,Education/Tuition,Nagpur,3,1,1,0
M009413,235,5,Transport/Auto,Delhi,1,1,1,1
M009414,660,0,Kirana/Grocery,Lucknow,2,1,1,1
M009415,208,4,Electronics,Delhi,1,0,1,1
M009416,917,0,Kirana/Grocery,Surat,2,1,1,0
M009417,371,5,Transport/Auto,Delhi,1,1,1,1
M009418,469,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M009419,1128,1,Restaurant/Dhaba,Surat,2,0,0,0
M009420,319,0,Kirana/Grocery,Bhopal,3,0,1,1
M009421,586,0,Kirana/Grocery,Jaipur,2,1,1,1
M009422,1197,3,Clothing/Textile,Pune,2,0,1,0
M009423,678,3,Clothing/Textile,Lucknow,2,1,1,0
M009424,237,3,Clothing/Textile,Kochi,3,0,1,0
M009425,301,5,Transport/Auto,Kochi,3,1,1,0
M009426,444,6,Services/Salon,Delhi,1,1,1,0
M009427,1450,6,Services/Salon,Bhopal,3,0,1,0
M009428,413,7,Education/Tuition,Surat,2,0,1,1
M009429,1314,2,Medical/Pharmacy,Bhopal,3,0,1,0
M009430,920,0,Kirana/Grocery,Varanasi,3,1,1,1
M009431,1220,4,Electronics,Hyderabad,1,1,1,1
M009432,1071,7,Education/Tuition,Surat,2,1,1,0
M009433,689,7,Education/Tuition,Delhi,1,0,1,1
M009434,276,3,Clothing/Textile,Bengaluru,1,1,1,1
M009435,1349,2,Medical/Pharmacy,Chennai,1,0,1,0
M009436,443,5,Transport/Auto,Ahmedabad,2,1,1,0
M009437,1373,7,Education/Tuition,Delhi,1,1,1,0
