src,dst,weight
M000248,M002896,1328.62
M000171,M009196,441.84
M006593,M008901,161.13
M002572,M006459,11328.63
M001307,M009717,560.29
M000403,M005698,25069.67
M002842,M006505,17593.91
M006300,M009558,2224.34
M001096,M002546,2297.64
M009127,M009657,348.74
M008997,M001647,423.94
M006798,M004800,975.55
M006977,M007487,69.1
M009069,M005902,490.11
M007250,M005101,138.95
M009523,M004654,13108.87
M002174,M004812,16704.18
M007008,M002482,371.63
M005147,M003590,435.13
M005546,M006084,143.79
M008636,M006858,259.75
M002877,M003622,231.3
M005621,M004578,969.48
M006185,M005873,318.23
M007827,M005958,1339.92
M005604,M007439,1085.39
M002548,M004694,2119.81
M003540,M007836,4737.14
M008335,M006627,331.66
M007338,M000781,2298.23
M008287,M008667,170.07
M005073,M003585,3378.78
M009931,M001997,304.84
M007703,M008176,6474.99
M008411,M006231,248.21
M006012,M003327,391.68
M000941,M000174,1163.5
M007314,M002899,380.71
M001684,M001318,205.7
M000012,M000403,3355.8
M009611,M007010,966.18
M006860,M009923,2362.14
M002017,M005778,3233.76
M003262,M006298,1820.53
M003405,M004613,30046.33
M003429,M004334,1218.27
M005451,M009133,4129.53
M007245,M009697,22.15
M003721,M009188,206.8
M000785,M000245,1350.73
M008026,M006278,808.27
M005219,M008051,1692.09
M003471,M001881,292.62
M005730,M002461,438.54
M001928,M000635,6442.14
M006918,M001281,141.55
M008237,M009774,418.24
M001669,M003895,877.72
M004857,M001785,145.8
M003619,M004084,100.18
M009144,M009112,2205.97
M009379,M004032,1781.93
M001955,M005711,3501.24
M000064,M009634,735.96
M004489,M007891,350.36
M007371,M006528,384.44
M005284,M002582,21351.15
M006537,M003430,634.83
M007620,M005259,565.96
M001457,M004021,1444.43
M008324,M007800,51.69
M003843,M005573,221.37
M009189,M008064,608.4
M000429,M009538,836.95
M008179,M008391,289.56
M008456,M005778,978.59
M005623,M006193,9592.43
M008715,M006624,2594.92
M005223,M000310,372.06
M004906,M006851,1050.46
M001685,M008095,33.76
M007357,M008774,61.18
M002970,M000286,3040.52
M005995,M006822,3739.46
M002904,M009003,3201.8
M009142,M005019,176.74
M000400,M006448,13.77
M000584,M000819,380.09
M000919,M005981,2950.35
M002262,M005711,1860.82
M000262,M006423,234.52
M006830,M006142,1670.01
M008581,M002901,1365.52
M009753,M006736,1750.21
M004568,M001829,13961.7
M002965,M008133,4505.4
M006834,M006048,1759.46
M006174,M001105,421.25
M002036,M006557,1753.8
M001220,M000364,5627.82
M000493,M009052,84.56
M008288,M008581,6430.44
M004685,M002668,180.97
M005876,M002985,2089.29
M008641,M003774,381.72
M009673,M003525,374.17
M007928,M008483,1557.57
M005373,M002905,715.06
M004045,M006523,884.04
M006551,M001378,1193.24
M006121,M004676,776.57
M009791,M006621,1713.71
M006584,M007020,2024.14
M006176,M001891,404.32
M005591,M003210,971.21
M009794,M006967,30.88
M002495,M003293,9354.5
M004956,M002842,2050.69
M002558,M003210,544.78
M005827,M004001,930.63
M005801,M006038,348.69
M007645,M001314,24.27
M006542,M007618,1195.28
M002031,M005409,770.71
M002539,M004480,1923.92
M009129,M003805,133.75
M009691,M001488,4340.14
M005371,M005968,2647.91
M007486,M005416,320.59
M006035,M008515,3343.03
M009669,M001018,4586.93
M004162,M001106,2014.72
M004303,M001432,20.95
M004665,M001613,3654.64
M006548,M003708,44.72
M009584,M003822,181.36
M003851,M000084,1182.93
M002229,M005209,2693.37
M007207,M001237,22998.28
M001621,M001917,2179.48
M009798,M003059,332.96
M007722,M002303,332.18
M000118,M007455,1443.77
M009593,M000367,691.43
M002324,M002805,249.59
M005976,M003933,3230.04
M008809,M004924,341.16
M003106,M000510,1702.62
M003684,M001753,40142.76
M000408,M003288,15069.74
M007901,M005076,127.3
M001013,M004916,4897.68
M001084,M001541,3504.87
M009988,M006098,10435.89
M000525,M001981,1953.02
M008061,M001778,360.49
M001711,M004780,3083.99
M008021,M002520,4640.6
M001672,M002688,2544.58
M004033,M000444,1890.4
M007034,M001207,649.64
M007648,M007970,450.45
M007706,M000069,861.64
M005126,M006721,426.56
M002917,M003506,285.81
M006558,M006532,5848.53
M004542,M004903,1357.05
M008969,M005025,667.6
M007535,M002119,65.21
M000107,M003572,1667.18
M008883,M009320,475.05
M003402,M009589,222.33
M001715,M001213,315.13
M005222,M004202,559.68
M006333,M007654,4917.14
M005839,M001459,453.77
M009808,M008943,811.84
M000084,M008486,210.52
M002890,M002485,373.94
M002690,M002483,303.96
M006204,M009248,7446.81
M002308,M000052,239.27
M006192,M009930,2540.12
M008435,M004240,2143.11
M003297,M003167,3238.62
M005633,M008777,378.32
M009254,M004675,643.39
M001009,M001418,111.39
M002286,M008533,180.85
M005372,M001076,207.9
M003814,M000687,401.68
M005555,M001494,227.07
M002405,M001895,1421.99
M004327,M001409,298.11
M009721,M001988,251.5
M004881,M007845,4109.24
M005664,M001380,2132.81
M001169,M005805,774.06
M004336,M000809,176.16
M004817,M000847,649.88
M005379,M007169,19756.4
M005205,M001225,652.04
M002234,M003034,251.32
M007306,M002595,1887.02
M003808,M009619,128.2
M001878,M004750,3944.5
M005099,M004418,979.36
M000058,M005848,844.87
M000395,M005134,98.9
M008052,M004146,1105.94
M009509,M002478,2720.52
M006380,M009203,1082.85
M008368,M006147,1794.54
M002696,M004016,1602.58
M007781,M002994,19441.63
M004014,M009599,991.1
M008274,M001923,3380.44
M007056,M000529,1260.22
M007037,M004585,514.54
M009695,M009150,1315.32
M001380,M001985,6895.28
M008788,M002154,284.86
M004672,M003799,1316.31
M009296,M007123,365.08
M004963,M003830,1100.37
M009636,M003039,1351.25
M002403,M002036,3120.6
M005194,M008489,8125.02
M003980,M006990,2233.04
M006010,M001240,18407.44
M001338,M005967,518.04
M001671,M003587,5867.72
M005756,M004696,121.13
M004060,M008810,2012.58
M008421,M001226,5135.02
M002704,M006303,1672.66
M000567,M008092,142.34
M001188,M003213,1103.59
M002333,M001280,56.76
M005662,M007670,9740.41
M003246,M009980,950.08
M001632,M009317,533.57
M000378,M004491,180.96
M001621,M000743,6368.88
M009332,M006862,899.96
M008028,M009953,3197.88
M004932,M007225,608.53
M009646,M001937,4128.93
M009916,M001209,131.35
M001415,M001841,1815.35
M005037,M005888,849.36
M000422,M003149,846.75
M004094,M007297,37517.95
M005483,M008095,885.54
M003519,M007692,2467.66
M002763,M003027,6386.2
M008351,M003318,665.96
M000474,M004115,205.29
M000780,M002107,8109.61
M007464,M006079,117.7
M003304,M003054,1110.07
M008518,M002992,595.56
M007189,M009201,1569.77
M001094,M001747,604.18
M004685,M007656,1661.31
M007356,M008669,774.91
M009677,M005754,3719.99
M008511,M009922,6708.84
M004408,M004153,4429.8
M002246,M002448,944.22
M003171,M007069,419.06
M001007,M004706,2775.85
M007914,M007277,1841.72
M008085,M004244,1253.8
M007450,M004608,2120.94
M006296,M005804,6408.3
M001164,M000480,3577.93
M005567,M004589,4882.04
M008983,M005960,3275.76
M008873,M003721,462.26
M003269,M004769,11640.11
M006236,M006489,2037.25
M004124,M003569,2180.53
M000303,M007259,134.23
M006954,M001181,239.54
M003844,M005507,201.62
M005348,M007029,37.31
M009812,M000868,5119.3
M000094,M008615,2844.83
M003652,M002107,5100.83
M006861,M002479,16140.15
M006622,M009905,438.92
M009399,M005270,595.89
M004864,M003097,240.37
M003350,M003543,163.75
M007092,M008374,279.8
M008048,M004841,828.93
M004866,M001859,28276.97
M007177,M006982,140.67
M002921,M001429,956.78
M003265,M009487,6299.78
M005386,M003106,1653.83
M000329,M009508,197.46
M002778,M007359,44.03
M004597,M005772,558.74
M006380,M007617,9321.94
M006917,M002846,3326.24
M003260,M009899,122.11
M002803,M000247,354.95
M005943,M007784,740.83
M003330,M005622,1756.27
M001721,M005238,1020.45
M000862,M009047,1411.9
M005908,M009364,2283.52
M000402,M004765,469.02
M001573,M003902,286.57
M006129,M009997,2095.77
M004016,M005607,9165.55
M000425,M001840,573.24
M006962,M006103,787.62
M006291,M009675,1133.18
M006302,M000711,573.19
M005192,M002204,801.26
M000545,M008654,721.28
M007201,M001346,113.63
M000017,M008908,914.91
M006310,M009779,26.38
M008716,M001384,1820.99
M004273,M001619,916.12
M003996,M002030,667.09
M006010,M001313,196.28
M001172,M004335,8282.84
M002860,M007891,27172.92
M002871,M004757,44.88
M009047,M000662,3498.26
M009588,M007625,3159.69
M008251,M008987,232.2
M001792,M009112,120.64
M004653,M000725,266.75
M009343,M005730,2328.23
M003515,M007340,5367.9
M007035,M006037,5677.09
M006654,M005107,404.78
M006799,M007675,196.03
M007319,M007629,15325.31
M008966,M007040,1359.46
M004840,M004314,133.31
M000072,M006914,320.37
M004591,M002413,392.62
M000708,M004312,567.38
M006720,M009217,1080.0
M009661,M003851,818.57
M002702,M004397,3520.16
M000078,M009402,764.52
M002238,M007016,710.69
M001218,M008600,354.66
M009328,M007206,14720.84
M004320,M006900,3607.2
M001156,M006540,1640.92
M007538,M007063,715.19
M007153,M002889,220.3
M009908,M007222,3714.92
M003999,M008536,140.63
M000089,M000730,316.95
M000635,M008762,1079.13
M000069,M009038,763.18
M001895,M002609,7529.97
M006311,M001060,744.47
M008000,M004237,501.16
M006308,M001285,174.41
M006145,M000302,1651.61
M009042,M008418,17629.55
M007337,M003724,13328.03
M005157,M001873,1024.48
M001591,M008449,184.98
M003446,M006197,500.12
M005567,M004281,655.52
M000297,M005691,3088.41
M007059,M007454,4652.12
M001969,M009328,6690.94
M000389,M008998,117.63
M000743,M009361,6940.49
M007655,M007152,3552.07
M007048,M005620,2199.61
M002177,M007465,295.27
M001818,M007570,128.31
M002801,M006790,526.21
M001707,M006626,99.56
M003303,M004137,596.14
M001566,M001831,826.87
M005020,M001210,1239.92
M003802,M001894,380.97
M008867,M003428,1278.7
M001416,M008430,755.07
M001550,M007618,325.05
M001413,M005618,4841.01
M001110,M001761,814.11
M005344,M007183,753.41
M002970,M002628,958.65
M001094,M001030,2446.19
M002546,M006500,1079.19
M009529,M000869,1027.94
M000469,M007568,175.63
M008811,M001303,1229.47
M007249,M001158,26702.52
M008249,M007767,610.04
M005322,M002519,472.3
M009170,M009605,419.32
M003397,M006511,2836.88
M005942,M007994,5563.37
M006862,M004400,378.76
M006794,M008522,950.38
M007426,M002171,947.03
M003778,M006887,107.46
M002746,M007696,525.35
M005578,M004936,1707.95
M002263,M001276,837.34
M003060,M000792,2150.76
M005922,M003872,5659.7
M007666,M000006,2086.97
M005409,M001761,3812.77
M008264,M000551,2631.25
M001631,M003167,1217.37
M008569,M000920,460.96
M005432,M006077,2597.33
M006075,M006329,4610.58
M006817,M000771,101.66
M002806,M005251,66.47
M001181,M006684,891.43
M001279,M008885,267.04
M005173,M006252,6481.8
M007372,M009435,216.97
M005724,M002294,2083.11
M003237,M006144,3058.86
M006485,M002931,2166.79
M006114,M007666,13834.68
M006612,M003305,1905.6
M005115,M000303,10985.4
M002969,M005174,6794.53
M003327,M002773,1681.36
M004093,M004468,242.7
M008425,M004529,2893.95
M003218,M008330,1160.24
M003049,M004745,1468.21
M002478,M005440,1216.64
M004333,M000552,775.9
M001969,M005719,1014.14
M009646,M006948,17988.47
M006771,M009033,142.69
M005890,M002494,9864.51
M005472,M001628,233.81
M001164,M005904,30514.89
M008095,M008620,405.69
M005422,M006705,4719.27
M009732,M003657,7099.66
M005602,M002562,63.18
M003759,M003189,522.09
M007043,M006770,741.82
M001489,M009640,726.53
M006849,M009842,193.28
M000854,M009214,465.53
M002326,M000246,4895.3
M003284,M004451,192.89
M009133,M008356,656.0
M009860,M003189,149.1
M002640,M005902,7502.41
M000082,M006422,15215.49
M008297,M009393,1116.84
M002888,M001781,529.18
M000679,M006892,7729.86
M003958,M004600,491.55
M003405,M003581,282.41
M008686,M001968,6106.7
M000997,M006033,212.47
M005564,M008321,3002.92
M008767,M003807,255.89
M008468,M000275,28436.22
M004281,M006676,4723.73
M004858,M005054,4035.62
M000345,M005255,277.32
M006048,M005907,763.64
M002525,M006066,5951.36
M004292,M003342,198.26
M007872,M001681,516.33
M004705,M000619,834.62
M007254,M006461,2236.56
M007006,M006776,4072.89
M006144,M005564,22131.91
M006772,M007082,174.91
M000348,M007984,209.49
M005549,M009487,3593.88
M001579,M006082,888.53
M009498,M006283,3293.42
M008284,M006298,680.69
M006855,M005292,808.05
M001718,M000270,286.44
M007194,M007250,6451.23
M003759,M008640,2495.59
M008413,M006913,7399.31
M002062,M005064,3029.0
M003667,M006801,24810.37
M004452,M005549,759.92
M005910,M004694,853.33
M000274,M009849,1184.01
M004245,M003474,343.6
M001356,M005682,679.97
M007368,M005256,947.85
M007463,M000349,2460.44
M007918,M000505,1545.64
M006033,M007761,7125.23
M004361,M004592,1997.95
M002308,M001229,1975.96
M000193,M006930,2855.47
M002957,M001338,33124.25
M009937,M003933,7512.88
M000798,M004354,56191.89
M001154,M004343,81.42
M000672,M003030,1466.82
M003752,M008013,5072.45
M008297,M001331,19962.35
M008186,M005790,413.86
M002686,M009541,42.54
M009782,M007875,4225.96
M005820,M003030,1840.38
M001278,M004597,134.11
M005267,M004738,18513.64
M008692,M006918,3357.31
M004536,M000277,3810.12
M005643,M009288,2225.5
M002300,M003168,770.64
M003330,M000951,10165.82
M003184,M007696,563.33
M002058,M001768,9006.78
M008407,M000031,797.22
M009823,M005391,65.85
M005542,M003128,1463.19
M008107,M007851,426.55
M005779,M001704,465.78
M003752,M001884,6320.15
M005373,M009452,238.22
M000323,M007105,5592.3
M002903,M004381,4316.16
M008889,M006800,2622.68
M007554,M003074,40.41
M007203,M003482,2353.57
M002737,M002795,592.05
M008661,M008245,440.64
M001747,M009256,583.43
M009296,M005484,21072.05
M002959,M005031,184.05
M009289,M007741,208.78
M004558,M004632,584.86
M000412,M001476,372.94
M002783,M003995,970.46
M009416,M000677,2461.08
M002245,M009073,88.32
M005687,M000276,1521.99
M003385,M008442,6600.99
M006618,M006400,1618.78
M006644,M004551,924.55
M008459,M009409,14786.96
M009738,M002528,141.67
M008414,M006791,739.63
M001501,M000101,3909.9
M004519,M007000,233.44
M009552,M006742,444.89
M007240,M003873,166.06
M004830,M009254,2647.39
M002406,M007793,3394.81
M003431,M007954,148.21
M009113,M004554,1279.08
M005007,M004158,2263.02
M000107,M003686,311.81
M002392,M003147,465.94
M007988,M003595,4991.9
M000321,M009144,730.47
M001655,M002149,783.65
M006208,M007558,64.62
M005529,M009920,555.91
M002973,M008311,891.62
M001534,M005203,554.22
M008525,M005658,212.27
M005226,M008795,5224.42
M007587,M006845,15360.25
M003789,M008611,2979.96
M004640,M000705,2236.59
M009225,M009420,106.55
M006705,M001294,13308.55
M008553,M008872,941.5
M006489,M000030,1971.3
M005324,M001210,15801.91
M007761,M002169,2081.25
M002512,M006461,932.15
M008331,M008648,2036.72
M004132,M005559,234.96
M002242,M009089,277.44
M006965,M009160,7033.42
M002113,M009425,1087.84
M003333,M002692,4704.08
M006258,M005039,230.41
M004754,M009304,6286.54
M001750,M008653,1080.28
M006845,M003035,2083.12
M009614,M004938,450.84
M007409,M008083,780.8
M005151,M004510,34.35
M005500,M000685,3962.95
M004421,M000109,1581.37
M002065,M008681,542.01
M007704,M008149,678.53
M005895,M008597,1359.99
M005064,M004926,2877.1
M009472,M003627,640.23
M004210,M004737,11324.38
M005392,M002427,277.75
M002412,M007286,3303.88
M004751,M000262,453.3
M002823,M008658,383.4
M001230,M008615,468.1
M001219,M008551,313.48
M006904,M003611,5493.91
M005133,M008647,5531.21
M002926,M005630,2353.38
M000112,M008812,343.31
M006554,M000524,95.97
M007302,M004618,3721.8
M001058,M008565,704.78
M003449,M002413,456.35
M003170,M009166,1518.16
M005937,M000400,2794.46
M008029,M008048,165.65
M004829,M005126,558.29
M001326,M006686,1872.59
M000967,M007354,136.89
M003463,M004461,405.31
M007993,M009334,386.4
M006183,M002511,867.46
M008294,M003396,1703.82
M004674,M004511,215.0
M001680,M004407,43532.11
M008343,M007451,1183.98
M006614,M002899,9927.91
M000171,M003216,1047.3
M005612,M002865,736.89
M008808,M003015,1029.3
M000407,M005726,156.52
M005616,M009551,239.51
M002551,M009338,647.96
M004569,M001240,103.57
M005368,M009611,6539.6
M002722,M007973,189.49
M009506,M005942,22071.79
M002525,M005646,2690.68
M000861,M004354,1819.67
M000794,M001321,7331.02
M008425,M009958,2415.05
M005179,M002506,752.57
M005831,M009152,2844.09
M006979,M009328,749.92
M009630,M001948,9156.01
M002012,M005083,118.64
M002687,M003376,1732.2
M005979,M001888,582.2
M001756,M000932,1861.22
M005657,M007950,388.82
M009698,M003939,694.59
M006096,M009732,217.44
M000400,M009567,1436.46
M007656,M008841,258.33
M007901,M006798,1989.75
M001504,M009078,464.07
M000340,M003857,131.32
M008698,M004347,1244.65
M003048,M005115,678.31
M009695,M009731,78.07
M006258,M007534,4829.74
M009652,M006219,3446.75
M003251,M006811,778.93
M001885,M007841,941.24
M001268,M000660,1476.79
M003608,M003076,558.96
M002777,M009852,1820.53
M008139,M000716,2977.7
M002129,M002973,1737.92
M006249,M001114,118.38
M004316,M008919,228.74
M007345,M006754,282.21
M003247,M009952,5362.93
M001553,M000726,497.1
M003947,M008576,3800.69
M008386,M004256,790.45
M003338,M005553,989.63
M008236,M003311,1363.37
M000077,M003964,3175.3
M001214,M002398,2253.57
M006639,M008937,762.95
M004097,M007065,1369.67
M006516,M002954,8133.59
M009440,M003695,14040.37
M003889,M001379,12479.32
M007284,M004235,117.88
M004245,M006143,620.99
M001473,M002195,7725.2
M007298,M006540,763.0
M002078,M001781,20748.34
M006354,M004536,194.34
M007062,M005586,7560.34
M001424,M008447,4324.55
M002540,M009798,569.59
M008277,M001428,475.24
M004050,M001641,5853.33
M004485,M000789,15485.62
M004792,M004213,395.78
M008874,M009253,56.54
M007898,M006960,6038.95
M003772,M002142,2152.07
M001846,M003306,453.5
M003669,M003987,1868.16
M004147,M000849,537.81
M002275,M006490,3011.58
M001051,M009190,688.77
M003917,M002154,202.51
M001280,M009680,4586.54
M003924,M007129,512.87
M003894,M003632,1540.17
M004991,M007441,67.03
M009386,M000720,3453.28
M004686,M000650,1149.76
M002956,M001823,613.04
M005710,M004940,1720.19
M007232,M001360,21066.61
M001100,M005356,3271.85
M004923,M008411,274.36
M004923,M001041,1135.86
M000017,M004738,3777.17
M004848,M003749,1188.61
M007145,M002302,1382.17
M002791,M004807,174.39
M009095,M000028,154.48
M000654,M004609,1457.98
M005166,M002609,442.96
M000407,M009813,2513.86
M006166,M007366,919.2
M006246,M006087,3330.86
M008286,M007041,1847.17
M006787,M004468,535.37
M003335,M004820,3106.76
M000050,M008923,284.05
M007927,M003324,75.64
M005938,M008729,12127.23
M002287,M003681,4544.37
M007167,M004482,122.14
M008853,M001715,105.51
M006535,M007481,482.79
M001552,M002620,16716.79
M004552,M005738,503.01
M006293,M002905,16248.22
M004090,M002404,956.02
M003937,M005548,319.76
M009221,M008608,2158.44
M001129,M006162,26.94
M007788,M003268,3561.76
M004386,M006777,4792.54
M004471,M002621,505.64
M004211,M002864,98.74
M008524,M000584,370.22
M001656,M003795,7693.62
M002244,M007382,478.61
M003580,M001777,8024.83
M000907,M008977,5343.9
M003716,M001602,2061.62
M003924,M002721,227.0
M004852,M008942,292.7
M006266,M006878,20.22
M003873,M000716,497.39
M004413,M004999,23.06
M002568,M005259,14729.82
M006479,M005410,54588.82
M003860,M001627,178.54
M006445,M001962,7744.73
M008968,M003758,3093.84
M000771,M007672,1015.07
M003068,M006052,6905.52
M006613,M000698,2445.85
M005067,M000882,548.86
M000413,M006449,14958.57
M007899,M001107,67.39
M003843,M000321,1027.47
M000922,M003538,1290.94
M000073,M008223,1049.73
M008856,M007188,1060.64
M001783,M008414,380.28
M000942,M006661,137.52
M007138,M001037,522.89
M000878,M004137,8478.14
M008313,M004075,2945.2
M009479,M005824,795.46
M000688,M002205,869.12
M008904,M004696,970.61
M004314,M005039,458.31
M007044,M000035,212.49
M004275,M008836,82.71
M009673,M006666,799.28
M003436,M003937,4984.98
M007416,M005504,490.84
M001600,M001214,234846.17
M000433,M001324,84.46
M002900,M000143,1650.07
M003183,M004781,2404.19
M006507,M009770,975.35
M003598,M003250,58.25
M001436,M006975,1010.02
M007783,M001033,969.57
M004322,M009261,7584.91
M003594,M003022,906.11
M007184,M002747,7906.53
M009136,M000338,895.17
M006292,M002853,425.01
M008533,M006624,1359.54
M007108,M008874,1670.34
M007951,M008617,2865.7
M009399,M009106,1372.94
M005509,M000662,1761.31
M006237,M007259,9654.43
M008900,M000802,3784.26
M003286,M006904,984.86
M003884,M004949,1643.35
M000994,M005538,6053.17
M006823,M002324,5143.38
M003681,M009255,514.19
M004057,M000405,312.31
M008874,M003636,591.1
M008635,M002434,4027.28
M009178,M003585,28.13
M007116,M008509,628.38
M006735,M004779,20.3
M000552,M006514,1288.4
M000662,M000695,107.38
M000589,M004897,3935.04
M001604,M004404,1392.95
M002557,M009371,187.58
M007099,M003890,3322.08
M000366,M003988,6965.39
M009811,M000517,5974.11
M000269,M000151,323.7
M000484,M005923,1512.66
M000175,M000925,1118.88
M004333,M001404,6791.66
M001798,M001950,21815.97
M009718,M009879,1508.12
M008857,M005200,4797.6
M001233,M000896,2770.05
M005944,M004757,1145.36
M005496,M007285,471.46
M007791,M007945,1690.07
M005500,M000752,143.85
M000004,M009108,403.55
M001449,M005061,922.17
M002350,M008745,572.08
M007937,M009893,337.08
M005818,M001102,7157.76
M008591,M007430,105.79
M006075,M006840,1794.51
M008026,M008609,800.68
M004147,M002332,3008.21
M008593,M002074,433.27
M005994,M000189,532.06
M003291,M007417,46.85
M006723,M001985,520.56
M009641,M009908,1049.88
M002480,M005716,109.05
M003259,M005118,305.05
M006111,M002746,383.75
M001237,M002501,288.82
M001873,M003291,4635.47
M001730,M009781,636.56
M008847,M009697,905.73
M007953,M000714,8481.02
M009477,M009555,732.86
M003030,M006092,433.78
M002674,M004619,311.4
M006281,M004160,8891.58
M007088,M007265,4906.71
M006297,M000854,5395.8
M003960,M004932,322.17
M006152,M000639,1273.47
M000241,M003721,690.76
M008346,M008696,1967.07
M000263,M004690,3544.09
M007574,M006515,717.31
M009643,M002238,1866.38
M001674,M007522,4618.28
M002618,M001342,2211.01
M009090,M007707,549.12
M009874,M003149,481.99
M007787,M002718,2318.19
M000101,M000838,1031.78
M002617,M008406,943.8
M007133,M002923,376.82
M000538,M000511,1268.46
M004225,M007613,1308.16
M001645,M009676,890.48
M006939,M007918,4573.42
M004753,M004464,6652.0
M000217,M006027,1479.41
M001246,M006913,617.5
M000581,M002928,15.11
M002143,M007776,101.35
M009982,M006956,8748.43
M001457,M002157,383.03
M002141,M008047,2814.15
M000833,M000854,2307.01
M004479,M009810,1948.07
M007972,M007481,1920.11
M000200,M004218,2965.07
M006366,M001214,213.54
M000157,M007489,25999.66
M000073,M009612,36.66
M000588,M001641,44206.78
M005704,M002282,661.08
M002150,M002411,13.94
M001280,M004218,1001.42
M006710,M000369,3031.07
M006018,M004088,10253.78
M008574,M007271,108457.07
M002551,M006080,219.1
M003848,M009464,1081.06
M009760,M006573,1128.78
M000549,M007543,918.84
M007127,M003808,11986.75
M005974,M007980,156.38
M006472,M000188,1188.77
M001695,M003351,1207.06
M005079,M007504,1623.31
M006205,M001672,1440.66
M007913,M005801,6110.17
M008590,M009555,437.89
M009299,M007287,8676.04
M000555,M007396,1150.87
M000254,M002542,36.74
M008832,M001962,2670.22
M002480,M003508,956.35
M008841,M006585,14104.12
M005722,M005564,484.94
M009911,M005112,342.48
M002823,M009495,2420.05
M006978,M007719,404.88
M005635,M007610,1370.96
M006580,M008171,765.97
M006398,M003808,137.03
M009998,M007300,8714.41
M001419,M009281,435.45
M005568,M005096,1148.31
M005790,M009091,4753.01
M006684,M007238,2228.33
M006871,M003057,282.55
M003234,M004725,40278.75
M006486,M006499,223.89
M004032,M008996,2761.44
M000091,M007785,219.4
M006438,M006256,4295.76
M004700,M008180,301.73
M004896,M005700,4982.38
M005295,M008459,2163.06
M009469,M006899,322.47
M006045,M008336,2301.01
M008718,M008049,1678.15
M004565,M003759,6497.45
M005820,M004818,41920.56
M002872,M000126,411.42
M007332,M003783,2677.98
M009863,M007105,21929.37
M004731,M000988,181.61
M001356,M001641,1227.23
M006399,M002027,307.49
M005400,M007540,3065.85
M005385,M002504,21307.74
M008948,M005447,637.93
M001222,M002335,4505.27
M003180,M002627,245.61
M002813,M005490,2438.93
M009921,M006235,2966.98
M000669,M007652,1242.07
M008552,M006274,182.17
M003924,M000658,25656.84
M001418,M006331,1261.68
M006998,M004795,425.39
M006625,M007447,5836.57
M003972,M007314,129.3
M009588,M005935,1728.94
M006692,M004075,1262.98
M004313,M008101,5184.69
M004063,M001269,6973.86
M000256,M004814,202.33
M000059,M001775,667.29
M005634,M000198,58.6
M003287,M007924,1805.94
M000570,M002221,260.46
M001453,M009560,577.1
M002868,M005540,702.99
M004262,M002571,1681.14
M004815,M009164,18334.55
M006264,M005460,84.28
M006495,M002533,2992.04
M004444,M006136,4731.58
M007875,M003868,130.72
M003598,M009291,214.49
M006722,M002906,1374.2
M001151,M001396,5811.84
M007616,M004116,2582.01
M001373,M005917,2903.97
M005095,M006697,701.27
M004931,M003829,505.96
M004852,M002471,64.09
M004196,M002408,957.84
M005415,M000159,245.92
M007722,M001813,14281.53
M008243,M002970,4298.59
M006745,M009446,1180.33
M001334,M004688,26716.7
M005213,M002856,475.21
M004051,M007036,13633.77
M009106,M004407,4333.74
M009670,M001431,196.77
M002245,M005350,2062.93
M003812,M000705,481.95
M005219,M004825,11558.75
M006510,M005507,168.04
M001995,M001467,879.65
M002568,M001107,540.58
M007413,M006010,181.73
M002765,M003690,2183.66
M008677,M006018,32.35
M009206,M005710,1723.95
M009427,M008300,1895.82
M003602,M008890,1364.5
M003656,M001936,1964.23
M008378,M005351,139996.96
M007549,M001668,2479.45
M008092,M008756,860.78
M009124,M007696,4288.05
M009629,M003858,837.01
M008768,M007259,225.92
M005273,M004831,1127.02
M001275,M004642,3974.81
M009511,M002670,2411.64
M006963,M007173,2864.58
M006067,M009239,602.14
M007941,M007838,113.82
M009666,M001593,2251.54
M001492,M009917,2109.16
M002863,M007567,12248.17
M003483,M001277,3234.86
M006626,M004840,4597.94
M008610,M000742,1152.62
M009528,M008777,53288.41
M007320,M002770,2142.08
M003704,M000594,9462.96
M007153,M006158,2554.06
M000129,M007353,3532.16
M005416,M004290,27755.42
M007359,M007161,716.33
M006861,M000853,5928.97
M001262,M007995,423.79
M001076,M005986,631.4
M000785,M006626,151.47
M008913,M007426,6796.03
M000036,M001657,2323.63
M008281,M000551,1682.3
M002139,M002487,1214.76
M006939,M007001,12680.07
M006437,M008950,2352.57
M003434,M004524,2328.44
M003322,M009533,829.86
M002800,M007672,8859.45
M003050,M006488,3491.81
M002059,M007771,1239.04
M007053,M003257,338.57
M004793,M007781,2305.4
M000267,M007018,263.61
M001421,M004957,1833.06
M002618,M003701,1358.98
M008665,M007365,13736.73
M006115,M006328,7183.89
M006412,M004814,440.99
M001105,M005893,506.95
M008690,M004167,5708.42
M008617,M009481,4840.32
M004577,M006597,574.94
M001105,M002174,4759.75
M001102,M006713,1199.68
M000050,M004257,5555.93
M008910,M003404,690.48
M007511,M000055,821.53
M006882,M004196,4717.53
M008103,M007526,48.08
M003361,M004417,387.03
M003644,M009056,2481.3
M000269,M000077,351.22
M004056,M006143,7664.79
M001039,M006911,27332.47
M000996,M001594,60744.26
M006294,M002804,247.5
M008803,M003169,417.72
M004055,M005950,172.46
M007410,M004409,577.98
M000061,M004335,2599.09
M009735,M004832,1060.93
M008928,M001604,13419.16
M001224,M002893,1285.08
M005653,M009428,783.65
M006170,M007638,277.91
M002961,M003782,57.18
M003560,M009718,306.08
M008917,M008109,259.0
M008687,M001358,4766.05
M007307,M003328,3950.15
